#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-09-20T11:33:56 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ632999b530aaa9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50&HTTPPRM:&&-ref=VIZ632999b530aaa9&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=SpType&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
HR	Name	RAJ2000	DEJ2000	Vmag	SpType
7237	          	19 04 57.9	+31 44 40	 5.56	  M0III
7238	          	19 04 58.3	+30 44 00	 6.06	  M2.5IIIab
7239	          	19 06 52.3	-16 13 44	 6.03	  B8IV
7240	          	19 07 30.9	-28 38 13	 6.04	  K3III
7241	          	19 07 08.5	-18 44 16	 6.29	  B8III
7242	   Del CrA	19 08 20.9	-40 29 48	 4.59	  K1III
7243	          	19 06 22.2	+08 13 48	 6.09	  M7IIIe
7244	          	19 05 47.1	+29 55 18	 6.31	  M0III
7245	          	19 07 09.1	+00 38 30	 6.56	  B9III
7246	          	19 08 14.6	-24 39 25	 6.30	  B9III
7247	          	18 57 57.2	+77 03 03	 6.54	  F2V
7248	 18    Aql	19 06 58.6	+11 04 17	 5.09	  B8III
7249	          	19 08 16.7	-19 17 24	 5.54	  B2Ve
7250	          	19 06 38.4	+24 15 03	 5.77	  A4III
7251	 51    Dra	19 04 55.2	+53 23 48	 5.38	  A0Vn
7252	          	19 05 09.9	+49 55 24	 6.43	  K3III
7253	          	19 06 37.7	+28 37 43	 5.55	  F0III
7254	   Alp CrA	19 09 28.3	-37 54 16	 4.11	  A2V
7255	          	19 09 39.7	-39 49 41	 6.46	  K0III
7256	          	19 09 36.4	-36 09 53	 6.56	  A0IV
7257	          	19 09 57.8	-41 53 33	 5.88	  B6V+F1IV
7258	          	19 06 17.0	+41 24 50	 6.49	  B3V
7259	   Bet CrA	19 10 01.7	-39 20 27	 4.11	  K0II
7260	          	19 07 57.3	+16 51 12	 6.07	  G5V
7261	 17    Lyr	19 07 25.6	+32 30 06	 5.23	  F0V
7262	 18Iot Lyr	19 07 18.1	+36 06 01	 5.28	  B6IV
7263	          	19 08 03.6	+21 41 56	 6.23	  F3V
7264	 41Pi  Sgr	19 09 45.8	-21 01 25	 2.89	  F2II
7265	          	19 09 48.1	-19 48 13	 6.13	  K1III
7266	 19    Aql	19 08 59.9	+06 04 24	 5.22	  F0III-IV
7267	          	19 08 40.2	+16 51 05	 6.48	  F5IV-V
7268	          	19 11 01.8	-39 00 18	 6.36	  B7IIIMn
7269	          	19 09 51.6	-00 25 41	 6.34	  B5Vn
7270	          	19 11 18.9	-29 30 08	 6.30	  B9
7271	          	19 12 46.1	-50 29 11	 6.13	  G8III
7272	          	19 09 04.4	+34 36 02	 6.74	  G1V
7273	          	19 12 09.8	-37 34 58	 6.57	  G2III
7274	   Tau Pav	19 16 28.5	-69 11 26	 6.27	  A6IV-V
7275	          	19 08 25.8	+52 25 32	 5.81	  K1IV
7276	          	19 12 28.0	-21 39 29	 6.41	 gG8
7277	          	19 13 13.7	-25 54 24	 5.80	  K1I
7278	          	19 17 12.0	-66 39 41	 5.53	  A5V+A8V
7279	 20    Aql	19 12 40.7	-07 56 22	 5.34	  B3V
7280	          	19 11 30.9	+26 44 09	 6.36	  F5V
7281	          	19 14 39.7	-45 11 36	 5.92	  G8III
7282	          	19 13 15.5	-12 16 57	 5.51	 gK4
7283	 19    Lyr	19 11 46.0	+31 17 00	 5.98	  B9pSi
7284	          	19 11 23.1	+40 25 45	 6.18	  A3V
7285	          	19 12 34.4	+16 50 47	 6.73	  B9IV
7286	          	19 12 36.7	+21 33 16	 5.93	  A2Vn
7287	 21    Aql	19 13 42.7	+02 17 37	 5.15	  B8II-III
7288	          	19 13 44.1	+05 30 57	 6.49	  A2Vp
7289	          	19 16 21.7	-45 27 59	 5.40	  K3III
7290	 55    Dra	19 09 45.8	+65 58 43	 6.25	  A0V
7291	          	19 15 33.2	-24 10 45	 6.25	  F9V
7292	 42Psi Sgr	19 15 32.4	-25 15 24	 4.85	  G8:III+A8V
7293	          	19 12 04.6	+49 51 15	 6.75	  G4V
7294	          	19 12 05.0	+49 51 22	 6.57	  G4V
7295	 53    Dra	19 11 40.5	+56 51 33	 5.12	  G8III
7296	          	19 16 32.8	-33 31 18	 6.25	  G0Ipe(C1,0)
7297	          	19 18 09.4	-53 23 12	 6.38	  F7V
7298	 20Eta Lyr	19 13 45.5	+39 08 46	 4.39	  B2.5IV
7299	          	19 15 02.6	+20 12 12	 6.00	  G8III
7300	          	19 15 20.1	+15 05 01	 5.57	  G8II-III
7301	  1    Sge	19 15 17.4	+21 13 56	 5.64	  A4V
7302	          	19 15 24.8	+30 31 35	 5.85	  M0III
7303	 22    Aql	19 16 31.0	+04 50 05	 5.59	  A3IV
7304	 43    Sgr	19 17 38.1	-18 57 11	 4.96	  G8II-III
7305	          	19 15 57.0	+27 27 20	 6.54	  B8V
7306	  1    Vul	19 16 13.0	+21 23 25	 4.77	  B4IV
7307	          	19 16 26.8	+14 32 41	 5.63	  B9.5V
7308	          	19 15 59.4	+27 55 37	 6.16	  F6Ib-II
7309	 54    Dra	19 13 55.2	+57 42 18	 4.99	  K2III
7310	 57Del Dra	19 12 33.3	+67 39 42	 3.07	  G9III
7311	          	19 15 19.3	+50 04 15	 6.27	  G8III
7312	 59    Dra	19 09 09.8	+76 33 38	 5.13	  A9V
7313	          	19 17 48.2	+02 01 54	 6.19	  A1Vn
7314	 21The Lyr	19 16 22.1	+38 08 01	 4.36	  K0+II
7315	 25Ome1Aql	19 17 49.0	+11 35 43	 5.28	  F0IV
7316	          	19 19 40.0	-35 25 17	 5.59	  B3V
7317	          	19 19 00.1	-15 32 11	 6.06	  K3III
7318	  2    Vul	19 17 43.6	+23 01 32	 5.43	  B0.5IV
7319	 23    Aql	19 18 32.5	+01 05 07	 5.10	  K2II-III
7320	          	19 24 05.4	-68 22 16	 6.34	  K2III
7321	 24    Aql	19 18 50.9	+00 20 21	 6.41	  K0-IIIa:Ba0.4CH1
7322	          	19 16 51.4	+46 59 57	 6.00	  F6IV:
7323	          	19 20 26.2	-31 49 04	 6.58	  M0III
7324	          	19 18 00.8	+31 01 20	 6.68	  A3V
7325	          	19 18 52.7	+09 37 05	 6.32	  G9III
7326	          	19 18 48.5	+19 36 38	 6.58	  B8III+K:
7327	          	19 20 38.1	-22 24 09	 5.58	  F0III:
7328	  1Kap Cyg	19 17 06.2	+53 22 07	 3.77	  G9III
7329	   Eta Tel	19 22 51.1	-54 25 25	 5.05	  A0Vn
7330	          	19 21 29.9	-34 59 02	 6.48	  G5V
7331	 28    Aql	19 19 39.3	+12 22 29	 5.53	  F0III
7332	 29Ome2Aql	19 19 53.0	+11 32 06	 6.02	  A2V
7333	 26    Aql	19 20 32.9	-05 24 57	 5.01	  G8III-IV
7334	          	19 22 09.6	-42 00 58	 6.34	  K1III
7335	          	19 19 03.8	+33 23 20	 6.60	  B2IVe
7336	 27    Aql	19 20 35.7	-00 53 32	 5.49	  B9III
7337	   Bet1Sgr	19 22 38.3	-44 27 32	 4.01	  B9V
7338	          	19 19 01.2	+37 26 43	 6.22	  A0III
7339	          	19 21 37.1	-19 14 03	 6.26	  B5V
7340	 44Rho1Sgr	19 21 40.4	-17 50 50	 3.93	  F0IV-V
7341	          	19 18 37.7	+49 34 11	 6.31	  K1III
7342	 46Ups Sgr	19 21 43.6	-15 57 18	 4.61	  B2Vpe+A2IaShell
7343	   Bet2Sgr	19 23 13.2	-44 47 59	 4.29	  F2III
7344	 45Rho2Sgr	19 21 50.9	-18 18 30	 5.87	 gG9
7345	          	19 19 38.9	+37 19 50	 6.31	  G8V
7346	          	19 20 33.1	+35 11 10	 6.31	  B9V
7347	          	19 22 20.7	-08 12 04	 6.31	  B3IVp
7348	   Alp Sgr	19 23 53.2	-40 36 58	 3.97	  B8V
7349	          	19 22 21.5	-00 15 09	 5.83	 gG8
7350	          	19 24 21.4	-43 43 23	 6.17	  M1-2III
7351	          	19 19 36.5	+54 22 34	 6.26	  A1V
7352	 60Tau Dra	19 15 33.0	+73 21 20	 4.45	  K2+IIIbCN1Fe1
7353	          	19 23 04.6	-07 24 01	 6.32	  K0
7354	          	19 22 48.4	+09 54 47	 6.35	  F6V
7355	          	19 24 30.1	-27 51 56	 6.04	  B2Vn
7356	          	19 20 16.1	+57 38 43	 5.91	  M1IIIab
7357	          	19 23 08.2	+14 55 16	 6.64	  F1V
7358	  3    Vul	19 22 50.9	+26 15 45	 5.18	  B6III
7359	          	19 22 33.4	+33 31 05	 6.06	  K0III
7360	          	19 25 04.1	-29 18 33	 5.93	  K3III
7361	          	19 19 46.1	+64 23 27	 6.52	  B9IVpHgMn
7362	 47Chi1Sgr	19 25 16.5	-24 30 31	 5.03	  Am
7363	 49Chi3Sgr	19 25 29.7	-23 57 44	 5.43	  K4III
7364	          	19 23 46.9	+20 15 52	 6.40	  B9.5V
7365	          	19 21 25.4	+57 46 01	 6.43	  K2
7366	          	19 25 01.6	-04 53 03	 6.52	  A9V
7367	          	19 25 21.6	-13 53 49	 5.69	  K3III
7368	          	19 23 34.0	+33 13 20	 6.37	  G8V
7369	  2    Sge	19 24 22.1	+16 56 16	 6.25	  A2III-IV
7370	          	19 27 48.1	-54 19 31	 5.69	  K4III
7371	 58Pi  Dra	19 20 40.1	+65 42 53	 4.59	  A2III s
7372	  2    Cyg	19 24 07.6	+29 37 17	 4.97	  B3IV
7373	 31    Aql	19 24 58.2	+11 56 40	 5.16	  G8IVHdel 1
7374	          	19 24 22.4	+28 05 16	 6.53	  B5V
7375	 50    Sgr	19 26 19.2	-21 46 36	 5.59	  K3III
7376	          	19 24 06.1	+36 27 07	 6.36	  K1III
7377	 30Del Aql	19 25 29.9	+03 06 53	 3.36	  F3IV
7378	          	19 26 11.1	-15 03 11	 5.72	  B8Vn
7379	          	19 26 24.6	-14 33 04	 6.70	  A1V
7380	          	19 26 56.5	-29 44 36	 5.67	  B9V
7381	          	19 23 23.8	+50 16 17	 6.51	  B9III
7382	          	19 23 56.5	+43 23 17	 5.84	  G7III-IIIa
7383	          	19 31 10.9	-68 26 02	 5.96	  K4-5III
7384	          	19 25 22.4	+20 16 17	 6.31	  A0V
7385	  4    Vul	19 25 28.6	+19 47 55	 5.16	  K0III
7386	          	19 25 25.8	+24 54 46	 6.19	  F7V
7387	 32Nu  Aql	19 26 31.1	+00 20 19	 4.66	  F2Ib
7388	          	19 29 52.6	-55 26 29	 6.13	  K0-1III
7389	          	19 26 24.1	+13 01 26	 5.74	  F6III
7390	  5    Vul	19 26 13.2	+20 05 52	 5.63	  A0V
7391	          	19 26 28.7	+19 53 29	 5.81	  M0III
7392	          	19 29 23.9	-43 26 45	 5.71	  Am
7393	   Mu  Tel	19 30 34.5	-55 06 36	 6.30	  F5V
7394	   Lam UMi	17 16 56.8	+89 02 16	 6.38	  M1III
7395	  4    Cyg	19 26 09.1	+36 19 04	 5.15	  B9pSi
7396	          	19 27 33.9	+14 16 57	 6.32	  B4III
7397	          	19 28 20.8	+02 55 49	 5.85	  B6III
7398	          	19 29 52.2	-26 59 08	 5.52	  K3III
7399	          	19 30 14.7	-32 05 32	 6.60	  F3IV-V
7400	 35    Aql	19 29 01.0	+01 57 01	 5.80	  A0IVp
7401	          	19 25 46.7	+58 01 38	 6.60	  B8IVHe wk
7402	          	19 29 21.5	-07 02 38	 6.61	  F7-G1I-II
7403	          	19 27 36.5	+37 56 28	 6.34	  B3Ve
7404	          	19 29 18.0	+00 14 46	 6.25	  K2
7405	  6Alp Vul	19 28 42.3	+24 39 54	 4.44	  M0III
7406	  8    Vul	19 28 57.0	+24 46 07	 5.81	  K0III
7407	          	19 29 22.1	+14 35 45	 5.56	  K0III
7408	  7Iot1Cyg	19 27 25.9	+52 19 14	 5.75	  A1V
7409	  7    Vul	19 29 20.9	+20 16 47	 6.33	  B5Vn
7410	          	19 30 54.0	-21 18 44	 6.13	  A2
7411	          	19 32 53.8	-53 11 09	 5.75	  FmDel Del
7412	          	19 30 10.5	+02 54 15	 6.09	  K5Ib
7413	          	19 26 26.5	+62 33 26	 6.38	  K5III
7414	 36    Aql	19 30 39.8	-02 47 20	 5.03	  M1III
7415	          	19 30 33.1	+03 26 40	 6.05	  A0eShell
7416	          	19 33 21.6	-45 16 19	 5.61	  ApCrEuSr
7417	  6Bet1Cyg	19 30 43.3	+27 57 35	 3.08	  K3II+B9.5V
7418	  6Bet2Cyg	19 30 45.3	+27 57 55	 5.11	  B8Ve
7419	          	19 30 46.9	+36 13 43	 6.25	  B9.5III
7420	 10Iot2Cyg	19 29 42.3	+51 43 47	 3.79	  A5Vn
7421	          	19 31 21.8	+26 37 02	 5.87	  K0III-IV
7422	          	19 34 08.5	-40 02 05	 5.89	  A3III
7423	          	19 21 40.2	+79 36 10	 6.05	  A3V
7424	   Iot Tel	19 35 13.0	-48 05 57	 4.90	  K0III
7425	          	19 15 07.8	+83 27 46	 6.53	  A3V
7426	  8    Cyg	19 31 46.3	+34 27 11	 4.74	  B3IV
7427	          	19 31 19.3	+50 18 24	 5.53	 gK1
7428	          	19 31 13.6	+55 43 55	 6.37	  K2II-IIIe+A0V
7429	 38Mu  Aql	19 34 05.4	+07 22 44	 4.45	  K3-IIIbCN0.5
7430	 37    Aql	19 35 07.3	-10 33 37	 5.12	  G9IIIa
7431	 51    Sgr	19 36 01.7	-24 43 09	 5.65	  A7m
7432	          	19 35 29.8	-07 27 37	 6.34	  K0
7433	          	19 35 33.6	-12 15 10	 6.27	  K0
7434	          	19 38 25.9	-57 59 00	 6.18	  K0III
7435	          	19 39 52.1	-66 41 08	 6.39	  A1V
7436	          	19 33 36.4	+38 45 44	 6.61	  A3Vn
7437	  9    Vul	19 34 34.9	+19 46 24	 5.00	  B8IIIn
7438	          	19 35 25.2	+02 54 48	 6.38	  F6IV
7439	          	19 36 26.1	-18 51 10	 6.11	  F0III
7440	 52    Sgr	19 36 42.4	-24 53 01	 4.60	  B9
7441	  9    Cyg	19 34 50.9	+29 27 47	 5.38	  F8III+A0V
7442	          	19 33 41.6	+49 15 45	 5.96	  M4.5IIIaS
7443	          	19 37 03.3	-18 13 52	 5.64	  K3III
7444	          	19 34 41.2	+42 24 46	 5.35	  A2V
7445	          	19 36 08.0	+11 09 00	 6.68	  A3V
7446	 39Kap Aql	19 36 53.5	-07 01 39	 4.95	  B0.5III
7447	 41Iot Aql	19 36 43.3	-01 17 11	 4.36	  B5III
7448	          	19 33 10.1	+60 09 31	 6.29	  K4III
7449	          	19 36 15.8	+14 23 30	 6.38	  K0II-III
7450	          	19 31 00.2	+70 59 22	 6.07	  K2
7451	          	19 34 19.8	+51 14 12	 5.73	  F7V
7452	          	19 36 08.3	+22 35 09	 6.32	  B9pSi:Cr:
7453	          	19 34 39.9	+48 09 53	 6.67	  A9V
7454	          	19 37 34.4	-14 18 06	 5.47	  F5V
7455	          	19 41 37.5	-65 51 15	 6.09	  M0III
7456	          	19 36 52.5	+11 16 24	 5.98	  G0Ib
7457	 11    Cyg	19 35 48.3	+36 56 40	 6.05	  B8Vne
7458	          	19 36 37.7	+20 19 58	 7.14	  F2-F8Iab
7459	          	19 40 18.3	-54 25 03	 6.26	  K0III
7460	 42    Aql	19 37 47.3	-04 38 51	 5.46	  F3IV
7461	          	19 39 42.0	-45 16 41	 6.25	  F2IV
7462	 61Sig Dra	19 32 21.6	+69 39 40	 4.68	  K0V
7463	  4Eps Sge	19 37 17.4	+16 27 46	 5.66	  G8III
7464	          	19 39 55.7	-39 26 00	 6.61	  A2m
7465	          	19 35 55.9	+50 14 19	 6.52	  G9III
7466	          	19 37 09.4	+29 20 01	 6.43	  B5V
7467	          	19 36 56.6	+38 23 02	 6.50	  B5II-III
7468	          	19 36 37.9	+44 41 42	 5.17	  G9IIIbFe-0.5
7469	 13The Cyg	19 36 26.5	+50 13 16	 4.48	  F4V
7470	 53    Sgr	19 39 49.4	-23 25 40	 6.34	  B9.5V+A3IV
7471	          	19 38 49.0	+03 22 54	 6.35	  B3III
7472	          	19 38 17.5	+20 46 58	 6.48	  K0III
7473	          	19 40 07.1	-23 25 43	 5.97	 gK1
7474	 44Sig Aql	19 39 11.6	+05 23 52	 5.17	  B3V+B3V
7475	          	19 39 25.4	+16 34 17	 6.38	  K4Ib
7476	 54    Sgr	19 40 43.4	-16 17 36	 6.20	  K2III+F8V
7477	          	19 37 56.7	+49 17 04	 6.47	  G6V
7478	 12Phi Cyg	19 39 22.6	+30 09 12	 4.69	  G8III-IV
7479	  5Alp Sge	19 40 05.8	+18 00 50	 4.37	  G1II
7480	 45    Aql	19 40 43.3	-00 37 16	 5.67	  A3IV
7481	          	19 39 45.0	+33 58 45	 6.10	  A3IV
7482	          	19 40 28.3	+20 28 36	 6.50	  B0.5Iae
7483	 14    Cyg	19 39 26.5	+42 49 06	 5.40	  B9III
7484	          	19 38 41.2	+54 58 26	 5.82	  F6Va
7485	          	19 40 39.7	+23 43 03	 6.64	  B6IV
7486	          	19 41 05.5	+13 48 56	 6.01	  B5V
7487	          	19 39 34.4	+45 57 29	 6.20	  G8-K0II-III
7488	  6Bet Sge	19 41 02.9	+17 28 34	 4.37	  G8IIIaCN0.5
7489	 55    Sgr	19 42 31.1	-16 07 26	 5.06	  F1III
7490	          	19 41 14.9	+22 27 10	 6.36	  K0I
7491	          	19 43 37.6	-37 32 20	 6.16	  B8
7492	          	19 40 41.2	+43 04 40	 6.16	  M2III
7493	 46    Aql	19 42 12.8	+12 11 36	 6.34	  B9IIIpHgMn
7494	          	19 56 01.5	-81 20 59	 6.39	  K3-4III
7495	          	19 40 50.2	+45 31 30	 5.06	  F5II-III
7496	          	19 43 33.5	-15 28 12	 5.49	  F5IV
7497	 47Chi Aql	19 42 34.0	+11 49 36	 5.27	  G0:III+A3V
7498	          	19 49 25.3	-72 30 12	 5.41	  A4III
7499	          	19 41 57.5	+40 15 14	 6.23	  A6V
7500	          	19 40 13.0	+60 30 26	 6.51	  A5V
7501	          	19 42 49.1	+29 19 54	 6.49	  F1III
7502	          	19 42 44.6	+32 25 36	 5.94	  A5III
7503	 16    Cyg	19 41 48.9	+50 31 31	 5.96	  G1.5Vb
7504	          	19 41 52.0	+50 31 03	 6.20	  G2.5V
7505	          	19 43 09.5	+30 40 43	 6.05	  A1V
7506	 10    Vul	19 43 42.9	+25 46 19	 5.49	  G8III
7507	          	19 46 01.2	-31 54 31	 5.52	  B8V
7508	          	19 43 55.9	+27 08 08	 6.28	  B7V+G1:III
7509	          	19 42 04.1	+55 27 48	 6.48	  M5IIIa
7510	   Nu  Tel	19 48 01.2	-56 21 45	 5.35	  A7III-IV
7511	 48Psi Aql	19 44 34.1	+13 18 10	 6.26	  B9III-IV
7512	          	19 43 51.4	+34 09 45	 6.05	  B8III
7513	          	19 49 53.3	-66 48 46	 6.45	  K4III
7514	          	19 43 45.0	+41 46 23	 5.84	  M0IIIab
7515	 56    Sgr	19 46 21.7	-19 45 40	 4.86	  K1III
7516	          	19 45 52.2	-02 53 00	 6.48	  B3III
7517	 15    Cyg	19 44 16.6	+37 21 16	 4.89	  G7+III
7518	          	19 44 48.7	+29 15 53	 6.82	  F2I
7519	 49Ups Aql	19 45 39.9	+07 36 48	 5.91	  A3IV
7520	          	19 44 38.2	+34 24 50	 6.57	  M1III
7521	          	19 48 55.1	-52 53 17	 6.25	  K1III
7522	          	19 43 14.6	+58 00 59	 6.22	  G0V
7523	          	19 44 49.0	+40 43 00	 6.34	  M4-III
7524	          	19 51 01.3	-65 36 18	 6.05	  F2III-IV
7525	 50Gam Aql	19 46 15.6	+10 36 48	 2.72	  K3II
7526	          	19 43 39.6	+57 02 33	 6.27	  K2III
7527	          	19 50 21.7	-61 03 41	 6.21	  B5V
7528	 18Del Cyg	19 44 58.5	+45 07 51	 2.87	  B9.5IV+F1V
7529	          	19 45 39.6	+36 05 28	 6.43	  B9.5VpSi
7530	          	19 45 51.4	+35 00 46	 6.09	  K0II-III+A2V
7531	          	19 50 44.8	-59 11 35	 5.42	  A0IV
7532	          	19 48 03.0	-13 42 12	 6.11	  A6m
7533	          	19 46 39.5	+25 08 02	 6.62	  A7IV
7534	 17    Cyg	19 46 25.6	+33 43 40	 4.99	  F7V
7535	          	19 46 35.0	+32 53 19	 6.18	  K3III
7536	  7Del Sge	19 47 23.3	+18 32 03	 3.82	  M2II+A0V
7537	          	19 50 13.8	-47 33 26	 5.94	  M1III
7538	          	19 49 11.6	-28 47 20	 6.05	  F2V
7540	          	19 47 48.6	+25 23 02	 5.95	  K0II-III
7541	          	19 49 02.2	-10 52 15	 6.04	  K5III
7542	          	19 48 30.4	+10 41 39	 6.44	  F8Ib-II
7543	          	19 47 27.8	+38 24 27	 5.77	  B8Vn
7544	 52Pi  Aql	19 48 42.1	+11 48 57	 5.72	  G2III:+A1V:
7545	          	19 44 18.5	+69 20 13	 5.92	  A2III
7546	  8Zet Sge	19 48 58.7	+19 08 32	 5.00	  A3V
7547	          	19 47 26.8	+47 54 28	 6.12	  M2III
7548	          	19 52 37.6	-54 58 16	 5.74	  G8-K0III
7549	          	19 52 39.0	-54 58 36	 6.50	  A2V
7550	          	19 48 43.9	+35 18 41	 6.53	  F4V
7551	          	19 48 50.6	+33 26 14	 6.44	  B0.5Ib
7552	          	19 51 50.6	-39 52 28	 5.33	  A0pCrSr:
7553	 51    Aql	19 50 46.8	-10 45 49	 5.39	  F0V
7554	          	19 50 17.5	+07 54 09	 6.51	  B2.5IVe
7555	          	19 49 27.5	+38 42 36	 6.11	  G5-8III
7556	          	19 49 54.6	+28 26 26	 6.38	  B5V
7557	 53Alp Aql	19 50 47.0	+08 52 06	 0.77	  A7V
7558	          	19 54 40.4	-61 10 15	 6.24	  A4V
7559	          	19 51 11.1	-02 27 39	 6.13	  K5III
7560	 54Omi Aql	19 51 01.6	+10 24 56	 5.11	  F8V
7561	 57    Sgr	19 52 12.0	-19 02 42	 5.92	  G5III
7562	          	19 51 17.7	+09 37 49	 6.25	  A1m
7563	          	19 46 44.7	+68 26 18	 6.34	  F0III
7564	   Chi Cyg	19 50 33.9	+32 54 51	 4.23	  S6+/1e
7565	 12    Vul	19 51 04.1	+22 36 36	 4.95	  B2.5Ve
7566	 19    Cyg	19 50 34.0	+38 43 21	 5.12	  M2IIIa
7567	          	19 50 37.3	+40 35 59	 5.69	  B1III+B3V
7568	          	19 50 47.0	+37 49 35	 6.06	  M4IIb
7569	          	19 52 03.5	+11 37 44	 6.13	  G0V
7570	 55Eta Aql	19 52 28.4	+01 00 20	 3.90	  F6Ib
7571	          	19 53 06.4	-14 36 11	 6.48	  A0V+F8IV
7572	          	19 52 15.6	+10 21 05	 6.54	  B7V
7573	          	19 52 01.6	+24 59 32	 5.57	  A1Ia
7574	  9    Sge	19 52 21.8	+18 40 19	 6.23	  O7.5Iaf
7575	          	19 53 18.7	-03 06 52	 5.65	  A5p
7576	 20    Cyg	19 50 37.7	+52 59 17	 5.03	  K3IIICN1
7577	          	19 51 19.4	+47 22 38	 6.20	  F2V
7578	          	19 54 17.7	-23 56 28	 6.18	  K2V
7579	          	19 58 41.3	-69 09 50	 5.75	  Am
7580	          	19 53 22.6	+04 24 02	 6.53	  B9.5Vn
7581	   Iot Sgr	19 55 15.7	-41 52 06	 4.13	  K0II-III
7582	 63Eps Dra	19 48 10.4	+70 16 04	 3.83	  G7IIIbCN-2
7583	          	19 52 16.3	+36 25 56	 6.10	  K4III
7584	 56    Aql	19 54 08.2	-08 34 27	 5.79	 gK5
7585	          	19 55 05.1	-33 02 47	 6.46	  K2/3III
7586	          	19 56 57.7	-57 55 32	 6.53	  K4II
7587	          	19 57 06.2	-58 54 05	 5.26	  B9.5IV
7588	          	19 58 53.0	-68 45 44	 6.39	  A0V+F5IV
7589	          	19 51 59.1	+47 01 39	 5.62	  O9.5Ia
7590	   Eps Pav	20 00 35.5	-72 54 38	 3.96	  A0V
7591	          	19 52 07.2	+47 55 55	 5.91	  B2III
7592	 13    Vul	19 53 27.7	+24 04 47	 4.58	  B9.5III
7593	 57    Aql	19 54 37.6	-08 13 38	 5.71	  B7Vn
7594	 57    Aql	19 54 38.1	-08 14 14	 6.49	  B8V
7595	 59Xi  Aql	19 54 14.9	+08 27 41	 4.71	  G9+IIIb
7596	 58    Aql	19 54 44.8	+00 16 25	 5.61	  A0III
7597	 58Ome Sgr	19 55 50.4	-26 17 58	 4.70	  G5V
7598	          	19 54 40.3	+07 08 25	 6.15	  A2V
7599	          	19 55 19.6	-06 44 03	 6.51	  F2V
7600	          	19 53 01.2	+47 48 27	 6.29	  B0.5IIIn
7601	          	19 54 31.1	+24 19 10	 5.52	  A0III
7602	 60Bet Aql	19 55 18.8	+06 24 24	 3.71	  G8IV
7603	   Mu 1Pav	20 00 23.0	-66 56 58	 5.76	  K0III
7604	 59    Sgr	19 56 56.8	-27 10 12	 4.52	  K2.5IIb
7605	          	19 57 41.3	-38 03 30	 6.55	  F4V
7606	          	19 54 48.3	+36 59 46	 5.76	  G1Ib-IICH1Fe-1Ca-1
7607	          	19 55 06.5	+30 11 43	 6.57	  B6V+A5V
7608	 23    Cyg	19 53 17.4	+57 31 25	 5.14	  B5V
7609	 10    Sge	19 56 01.3	+16 38 05	 5.36	  G5Ib
7610	 61Phi Aql	19 56 14.3	+11 25 26	 5.28	  A1IV
7611	          	19 53 35.4	+59 42 32	 6.06	  A3V
7612	   Mu 2Pav	20 01 52.4	-66 56 39	 5.31	  K2IVCNII
7613	 22    Cyg	19 55 51.7	+38 29 12	 4.94	  B5IV
7614	 61    Sgr	19 57 57.0	-15 29 29	 5.02	  A3IV
7615	 21Eta Cyg	19 56 18.4	+35 05 00	 3.89	  K0III
7616	          	19 57 00.2	+20 59 53	 6.48	  A2IV
7617	          	19 58 56.4	-30 32 17	 6.28	  K1III
7618	 60    Sgr	19 58 57.2	-26 11 44	 4.83	  G6IIIBa0.2
7619	 24Psi Cyg	19 55 37.8	+52 26 20	 4.92	  A4Vn
7620	          	19 56 44.2	+36 15 03	 6.02	  B5IV
7621	          	20 00 25.3	-49 21 04	 6.17	  K0III
